DATE,USER_ID,SKU_ID,LIST_ID,SKIP_DTSTAMP,LAST_PREVIOUS_PICK_DTSTAMP,FIRST_SUBSEQUENT_PICK_DTSTAMP,TIME_TO_REPICK
2024-09-30,ALIMOH,60598322,PNH7270873,2024-09-30 11:10:13.237881,2024-09-30 11:19:57.148852,2024-09-30 11:20:27.321179,0 days 00:00:30.172327
2024-09-30,ALIMOH,60598322,PNH7270873,2024-09-30 11:10:16.405829,2024-09-30 11:19:57.148852,2024-09-30 11:20:27.321179,0 days 00:00:30.172327
2024-09-30,ALIMOH,60598339,PNH7270873,2024-09-30 11:32:39.677036,2024-09-30 11:49:21.914570,2024-09-30 11:49:21.963301,0 days 00:00:00.048731
2024-09-30,ALIMOH,20002355,PNH7270873,2024-09-30 11:33:48.452489,2024-09-30 11:28:50.550630,2024-09-30 11:43:51.649211,0 days 00:15:01.098581
2024-09-30,ARORAS,20059268,PNH7237348,2024-09-30 08:10:57.715488,2024-09-30 08:23:43.827383,2024-09-30 08:24:34.151310,0 days 00:00:50.323927
2024-09-30,ARORAS,60588866,PNH7237348,2024-09-30 08:10:59.265129,2024-09-30 08:24:34.151310,2024-09-30 08:25:35.855269,0 days 00:01:01.703959
2024-09-30,ARORAS,60604073,PNH7237348,2024-09-30 08:11:01.358412,2024-09-30 08:25:35.855269,2024-09-30 08:27:25.997810,0 days 00:01:50.142541
2024-09-30,ARORAS,21042147,PNH7237348,2024-09-30 08:11:03.694319,2024-09-30 08:27:25.997810,2024-09-30 08:28:06.479086,0 days 00:00:40.481276
2024-09-30,ARORAS,21041690,PNH7237348,2024-09-30 08:11:15.975781,2024-09-30 08:28:06.479086,2024-09-30 08:29:48.358380,0 days 00:01:41.879294
2024-09-30,ARORAS,21042147,PNH7237348,2024-09-30 08:11:17.891827,2024-09-30 08:27:25.997810,2024-09-30 08:28:06.479086,0 days 00:00:40.481276
2024-09-30,ARORAS,60604073,PNH7237348,2024-09-30 08:11:19.679604,2024-09-30 08:25:35.855269,2024-09-30 08:27:25.997810,0 days 00:01:50.142541
2024-09-30,ARORAS,60588866,PNH7237348,2024-09-30 08:11:21.587957,2024-09-30 08:24:34.151310,2024-09-30 08:25:35.855269,0 days 00:01:01.703959
2024-09-30,ARORAS,20059268,PNH7237348,2024-09-30 08:11:23.328252,2024-09-30 08:23:43.827383,2024-09-30 08:24:34.151310,0 days 00:00:50.323927
2024-09-30,ASHAAL,60627058,XNH7294080,2024-09-30 20:18:00.349917,2024-09-30 20:17:34.582443,2024-09-30 20:21:08.367868,0 days 00:03:33.785425
2024-09-30,ASHAAL,60627058,XNH7294080,2024-09-30 20:18:04.503507,2024-09-30 20:17:34.582443,2024-09-30 20:21:08.367868,0 days 00:03:33.785425
2024-09-30,ASHAAL,60627058,XNH7294080,2024-09-30 18:56:29.837067,2024-09-30 20:17:34.582443,2024-09-30 20:21:08.367868,0 days 00:03:33.785425
2024-09-30,ASHAAL,60627058,XNH7294080,2024-09-30 18:57:20.191712,2024-09-30 20:17:34.582443,2024-09-30 20:21:08.367868,0 days 00:03:33.785425
2024-09-30,ASHAAL,60627058,XNH7294080,2024-09-30 18:59:39.180679,2024-09-30 20:17:34.582443,2024-09-30 20:21:08.367868,0 days 00:03:33.785425
2024-09-30,ASHRHA,60048391,CNH7225771,2024-09-30 00:26:53.664863,2024-09-30 00:28:10.907530,2024-09-30 00:30:30.025487,0 days 00:02:19.117957
2024-09-30,ATIFAL,60634053,XNH7259061,2024-09-30 09:53:57.417258,2024-09-30 10:55:15.976669,2024-09-30 10:55:41.167542,0 days 00:00:25.190873
2024-09-30,ATIFAL,60576460,XNH7250598,2024-09-30 09:21:04.328705,2024-09-30 09:31:40.543479,2024-09-30 09:32:39.137552,0 days 00:00:58.594073
2024-09-30,ATIFAL,21004158,CNH7243771,2024-09-30 07:12:04.620875,2024-09-30 08:01:01.908581,2024-09-30 08:01:20.424115,0 days 00:00:18.515534
2024-09-30,ATIFAL,20002066,XNH7249566,2024-09-30 08:51:58.875671,2024-09-30 09:05:38.632537,2024-09-30 09:06:53.464438,0 days 00:01:14.831901
2024-09-30,ATIFAL,60149156,XNH7249566,2024-09-30 09:00:35.761455,2024-09-30 09:06:53.464438,2024-09-30 09:08:37.109931,0 days 00:01:43.645493
2024-09-30,ATIFAL,60634053,XNH7259061,2024-09-30 10:24:48.912351,2024-09-30 10:55:15.976669,2024-09-30 10:55:41.167542,0 days 00:00:25.190873
2024-09-30,ATIFAL,60091417,XNH7259061,2024-09-30 10:24:50.388954,2024-09-30 10:55:00.784474,2024-09-30 10:55:15.976669,0 days 00:00:15.192195
2024-09-30,ATIFAL,60634053,XNH7259061,2024-09-30 10:24:51.396772,2024-09-30 10:55:15.976669,2024-09-30 10:55:41.167542,0 days 00:00:25.190873
2024-09-30,BABEMO,60567857,XNH7281837,2024-09-30 14:54:55.661875,2024-09-30 15:04:24.186382,2024-09-30 15:04:54.527323,0 days 00:00:30.340941
2024-09-30,BABEMO,60567629,XNH7281837,2024-09-30 14:54:56.734467,2024-09-30 15:03:54.857134,2024-09-30 15:04:24.186382,0 days 00:00:29.329248
2024-09-30,BABEMO,60567882,XNH7281837,2024-09-30 14:54:59.453233,2024-09-30 15:03:16.370223,2024-09-30 15:03:54.857134,0 days 00:00:38.486911
2024-09-30,BABEMO,60555652,XNH7281837,2024-09-30 14:55:00.018986,2024-09-30 15:02:28.601201,2024-09-30 15:03:16.370223,0 days 00:00:47.769022
2024-09-30,BABEMO,60567858,XNH7281837,2024-09-30 14:55:04.425535,2024-09-30 15:00:31.711539,2024-09-30 15:02:28.601201,0 days 00:01:56.889662
2024-09-30,BABEMO,60028787,XNH7281837,2024-09-30 14:55:05.535065,2024-09-30 14:59:17.866636,2024-09-30 15:00:31.711539,0 days 00:01:13.844903
2024-09-30,BABEMO,60563464,XNH7281837,2024-09-30 14:55:07.630688,2024-09-30 14:58:17.300038,2024-09-30 14:59:17.866636,0 days 00:01:00.566598
2024-09-30,BAKAAB,21053505,XNH7271849,2024-09-30 11:11:54.432016,2024-09-30 11:13:23.716369,2024-09-30 11:15:12.187478,0 days 00:01:48.471109
2024-09-30,BAKAAB,21053505,XNH7271849,2024-09-30 11:12:02.813387,2024-09-30 11:13:23.716369,2024-09-30 11:15:12.187478,0 days 00:01:48.471109
2024-09-30,BAKAAB,20002222,XNH7271849,2024-09-30 11:13:48.180181,2024-09-30 12:02:13.028131,2024-09-30 12:02:47.914855,0 days 00:00:34.886724
2024-09-30,BAKAAB,20001394,XNH7271849,2024-09-30 11:41:41.153286,2024-09-30 11:46:18.518501,2024-09-30 11:47:33.914807,0 days 00:01:15.396306
2024-09-30,BAKAAB,20002222,XNH7271849,2024-09-30 11:57:29.071214,2024-09-30 12:02:13.028131,2024-09-30 12:02:47.914855,0 days 00:00:34.886724
2024-09-30,BAKAAB,60271814,CNH7251725,2024-09-30 08:45:16.535004,2024-09-30 08:47:48.738707,2024-09-30 08:49:38.735278,0 days 00:01:49.996571
2024-09-30,BAKAAB,60692279,CNH7251725,2024-09-30 08:45:18.403274,2024-09-30 08:49:38.735278,2024-09-30 08:50:10.181717,0 days 00:00:31.446439
2024-09-30,BAKAAB,60489359,CNH7251725,2024-09-30 08:45:21.157102,2024-09-30 08:50:10.181717,2024-09-30 08:50:28.500476,0 days 00:00:18.318759
2024-09-30,BAKAAB,60691973,CNH7251725,2024-09-30 08:45:25.755194,2024-09-30 08:50:28.500476,2024-09-30 08:51:32.531333,0 days 00:01:04.030857
2024-09-30,BAKAAB,60047277,CNH7251725,2024-09-30 08:45:28.423417,2024-09-30 08:51:32.531333,2024-09-30 08:52:05.944943,0 days 00:00:33.413610
2024-09-30,BAKAAB,60147992,CNH7251725,2024-09-30 08:47:54.593848,2024-09-30 08:52:05.944943,2024-09-30 08:53:33.274083,0 days 00:01:27.329140
2024-09-30,BAKAAB,60047277,CNH7251725,2024-09-30 08:47:55.839040,2024-09-30 08:51:32.531333,2024-09-30 08:52:05.944943,0 days 00:00:33.413610
2024-09-30,BAKAAB,60691973,CNH7251725,2024-09-30 08:47:57.363736,2024-09-30 08:50:28.500476,2024-09-30 08:51:32.531333,0 days 00:01:04.030857
2024-09-30,BAKAAB,60095971,XNH7259034,2024-09-30 10:03:26.823471,2024-09-30 10:05:22.908371,2024-09-30 10:08:12.865672,0 days 00:02:49.957301
2024-09-30,BAKAAB,60095971,XNH7259034,2024-09-30 10:03:38.884249,2024-09-30 10:05:22.908371,2024-09-30 10:08:12.865672,0 days 00:02:49.957301
2024-09-30,BAKAAB,60516197,XNH7259034,2024-09-30 10:03:40.691384,2024-09-30 10:08:12.865672,2024-09-30 10:08:27.995802,0 days 00:00:15.130130
2024-09-30,BAKAAB,60271814,XNH7259034,2024-09-30 10:03:42.626508,2024-09-30 10:08:27.995802,2024-09-30 10:08:53.160190,0 days 00:00:25.164388
2024-09-30,CHOMJA,60567988,XNH7227117,2024-09-30 01:37:31.516362,2024-09-30 02:36:45.431388,2024-09-30 02:37:13.638233,0 days 00:00:28.206845
2024-09-30,CHOMJA,60625095,XNH7227134,2024-09-30 03:17:16.744537,2024-09-30 03:55:24.443618,2024-09-30 03:55:49.938282,0 days 00:00:25.494664
2024-09-30,CHOMJA,60481383,XNH7227159,2024-09-30 04:33:44.579117,2024-09-30 04:36:36.828935,2024-09-30 04:39:54.485929,0 days 00:03:17.656994
2024-09-30,CHOMJA,60481383,XNH7227159,2024-09-30 04:33:46.883992,2024-09-30 04:36:36.828935,2024-09-30 04:39:54.485929,0 days 00:03:17.656994
2024-09-30,CHOMJA,60481383,XNH7227159,2024-09-30 04:34:37.509148,2024-09-30 04:36:36.828935,2024-09-30 04:39:54.485929,0 days 00:03:17.656994
2024-09-30,CHOMJA,60481383,XNH7227159,2024-09-30 04:34:39.316794,2024-09-30 04:36:36.828935,2024-09-30 04:39:54.485929,0 days 00:03:17.656994
2024-09-30,CHOMJA,60481383,XNH7227159,2024-09-30 04:36:39.386509,2024-09-30 04:36:36.828935,2024-09-30 04:39:54.485929,0 days 00:03:17.656994
2024-09-30,CHOMJA,60481383,XNH7227159,2024-09-30 04:36:40.882167,2024-09-30 04:36:36.828935,2024-09-30 04:39:54.485929,0 days 00:03:17.656994
2024-09-30,CHOMJA,60479049,CNH7240661,2024-09-30 05:06:01.886356,2024-09-30 05:10:03.764358,2024-09-30 05:11:50.655199,0 days 00:01:46.890841
2024-09-30,CHOMJA,60479049,CNH7240661,2024-09-30 05:06:49.827663,2024-09-30 05:10:03.764358,2024-09-30 05:11:50.655199,0 days 00:01:46.890841
2024-09-30,CHOMJA,60198169,CNH7240661,2024-09-30 05:05:48.667305,2024-09-30 05:06:32.524155,2024-09-30 05:10:03.764358,0 days 00:03:31.240203
2024-09-30,DANASH,60552834,XNH7281828,2024-09-30 15:29:58.984569,2024-09-30 15:42:00.869300,2024-09-30 15:45:40.006579,0 days 00:03:39.137279
2024-09-30,DANASH,60552834,XNH7281828,2024-09-30 15:30:37.788922,2024-09-30 15:42:00.869300,2024-09-30 15:45:40.006579,0 days 00:03:39.137279
2024-09-30,DANASH,60552834,XNH7281828,2024-09-30 15:38:13.817902,2024-09-30 15:42:00.869300,2024-09-30 15:45:40.006579,0 days 00:03:39.137279
2024-09-30,DANASH,60552834,XNH7281828,2024-09-30 15:42:04.229274,2024-09-30 15:42:00.869300,2024-09-30 15:45:40.006579,0 days 00:03:39.137279
2024-09-30,DARYAB,20001614,PNH7237325,2024-09-30 06:58:57.405282,2024-09-30 07:11:17.009202,2024-09-30 07:20:26.469665,0 days 00:09:09.460463
2024-09-30,DARYAB,60628054,PNH7237342,2024-09-30 07:42:43.141475,2024-09-30 07:55:14.345897,2024-09-30 07:57:24.914613,0 days 00:02:10.568716
2024-09-30,DARYAB,60137970,PNH7237342,2024-09-30 07:51:43.979422,2024-09-30 08:25:31.885383,2024-09-30 08:26:18.013734,0 days 00:00:46.128351
2024-09-30,DARYAB,60626732,PNH7237342,2024-09-30 07:51:45.467609,2024-09-30 08:24:44.439473,2024-09-30 08:25:31.885383,0 days 00:00:47.445910
2024-09-30,DARYAB,60072011,PNH7237342,2024-09-30 07:51:46.661611,2024-09-30 08:23:45.641092,2024-09-30 08:24:44.439473,0 days 00:00:58.798381
2024-09-30,DARYAB,60472879,PNH7237342,2024-09-30 07:51:47.933543,2024-09-30 08:19:04.384725,2024-09-30 08:23:45.641092,0 days 00:04:41.256367
2024-09-30,DARYAB,60677758,PNH7237342,2024-09-30 07:51:49.427973,2024-09-30 08:17:38.376786,2024-09-30 08:19:04.384725,0 days 00:01:26.007939
2024-09-30,DARYAB,60630358,PNH7237342,2024-09-30 07:51:50.486847,2024-09-30 08:16:16.333935,2024-09-30 08:17:38.376786,0 days 00:01:22.042851
2024-09-30,DARYAB,60677757,PNH7237342,2024-09-30 07:51:51.558776,2024-09-30 08:12:29.680544,2024-09-30 08:16:16.333935,0 days 00:03:46.653391
2024-09-30,DARYAB,20002039,PNH7237342,2024-09-30 07:51:52.505686,2024-09-30 08:08:30.380450,2024-09-30 08:12:29.680544,0 days 00:03:59.300094
2024-09-30,DARYAB,60620272,PNH7237342,2024-09-30 07:51:53.449386,2024-09-30 08:07:24.850997,2024-09-30 08:08:30.380450,0 days 00:01:05.529453
2024-09-30,DARYAB,60569297,PNH7237342,2024-09-30 07:51:54.480565,2024-09-30 08:06:57.632170,2024-09-30 08:07:24.850997,0 days 00:00:27.218827
2024-09-30,DARYAB,20059799,PNH7237342,2024-09-30 07:51:55.452575,2024-09-30 08:05:48.052526,2024-09-30 08:06:57.632170,0 days 00:01:09.579644
2024-09-30,DARYAB,60472877,PNH7237342,2024-09-30 07:51:56.357446,2024-09-30 08:00:59.859357,2024-09-30 08:05:48.052526,0 days 00:04:48.193169
2024-09-30,DARYAB,20002178,PNH7237342,2024-09-30 07:51:57.099260,2024-09-30 07:58:57.421840,2024-09-30 08:00:59.859357,0 days 00:02:02.437517
2024-09-30,DARYAB,60543902,PNH7237342,2024-09-30 07:51:57.818678,2024-09-30 07:57:24.914613,2024-09-30 07:58:57.421840,0 days 00:01:32.507227
2024-09-30,DARYAB,60628054,PNH7237342,2024-09-30 07:51:58.545916,2024-09-30 07:55:14.345897,2024-09-30 07:57:24.914613,0 days 00:02:10.568716
2024-09-30,DARYAB,20132433,PNH7237342,2024-09-30 07:51:59.323938,2024-09-30 07:51:29.558796,2024-09-30 07:55:14.345897,0 days 00:03:44.787101
2024-09-30,DARYAB,21107092,PNH7237342,2024-09-30 07:52:00.669406,2024-09-30 09:04:16.148871,2024-09-30 09:05:58.935772,0 days 00:01:42.786901
2024-09-30,DARYAB,20132433,PNH7237342,2024-09-30 07:52:02.655365,2024-09-30 07:51:29.558796,2024-09-30 07:55:14.345897,0 days 00:03:44.787101
2024-09-30,DARYAB,21107092,PNH7237342,2024-09-30 07:52:03.720102,2024-09-30 09:04:16.148871,2024-09-30 09:05:58.935772,0 days 00:01:42.786901
2024-09-30,DARYAB,60198168,PNH7237342,2024-09-30 07:52:07.975526,2024-09-30 08:50:32.558255,2024-09-30 08:52:52.636739,0 days 00:02:20.078484
2024-09-30,DARYAB,60516201,PNH7237342,2024-09-30 07:52:09.333923,2024-09-30 08:49:14.253498,2024-09-30 08:50:32.558255,0 days 00:01:18.304757
2024-09-30,DARYAB,60643964,PNH7237342,2024-09-30 07:52:10.395234,2024-09-30 08:48:53.894817,2024-09-30 08:49:14.253498,0 days 00:00:20.358681
2024-09-30,DARYAB,60438275,PNH7237342,2024-09-30 07:52:12.679081,2024-09-30 08:41:10.641716,2024-09-30 08:45:22.057470,0 days 00:04:11.415754
2024-09-30,DARYAB,60631160,PNH7237342,2024-09-30 07:52:13.597732,2024-09-30 08:39:21.816858,2024-09-30 08:41:10.641716,0 days 00:01:48.824858
2024-09-30,DARYAB,60568765,PNH7237342,2024-09-30 07:52:14.613145,2024-09-30 08:36:32.548886,2024-09-30 08:39:21.816858,0 days 00:02:49.267972
2024-09-30,DARYAB,60015301,PNH7237342,2024-09-30 07:52:15.625960,2024-09-30 08:35:52.859520,2024-09-30 08:36:32.548886,0 days 00:00:39.689366
2024-09-30,DARYAB,60472677,PNH7237342,2024-09-30 07:52:16.564268,2024-09-30 08:30:13.157387,2024-09-30 08:35:52.859520,0 days 00:05:39.702133
2024-09-30,DARYAB,60629126,PNH7237342,2024-09-30 07:52:17.537615,2024-09-30 08:29:05.361344,2024-09-30 08:30:13.157387,0 days 00:01:07.796043
2024-09-30,DARYAB,60516253,PNH7237342,2024-09-30 07:52:18.476420,2024-09-30 08:26:18.013734,2024-09-30 08:29:05.361344,0 days 00:02:47.347610
2024-09-30,DARYAB,60137970,PNH7237342,2024-09-30 07:52:19.523122,2024-09-30 08:25:31.885383,2024-09-30 08:26:18.013734,0 days 00:00:46.128351
2024-09-30,DARYAB,60626732,PNH7237342,2024-09-30 07:52:20.665753,2024-09-30 08:24:44.439473,2024-09-30 08:25:31.885383,0 days 00:00:47.445910
2024-09-30,DARYAB,60072011,PNH7237342,2024-09-30 07:52:21.579926,2024-09-30 08:23:45.641092,2024-09-30 08:24:44.439473,0 days 00:00:58.798381
2024-09-30,DARYAB,60472879,PNH7237342,2024-09-30 07:52:22.492224,2024-09-30 08:19:04.384725,2024-09-30 08:23:45.641092,0 days 00:04:41.256367
2024-09-30,DARYAB,60677758,PNH7237342,2024-09-30 07:52:23.404249,2024-09-30 08:17:38.376786,2024-09-30 08:19:04.384725,0 days 00:01:26.007939
2024-09-30,DARYAB,60630358,PNH7237342,2024-09-30 07:52:24.359251,2024-09-30 08:16:16.333935,2024-09-30 08:17:38.376786,0 days 00:01:22.042851
2024-09-30,DARYAB,60677757,PNH7237342,2024-09-30 07:52:25.819112,2024-09-30 08:12:29.680544,2024-09-30 08:16:16.333935,0 days 00:03:46.653391
2024-09-30,DARYAB,20002039,PNH7237342,2024-09-30 07:52:26.869822,2024-09-30 08:08:30.380450,2024-09-30 08:12:29.680544,0 days 00:03:59.300094
2024-09-30,DARYAB,60620272,PNH7237342,2024-09-30 07:52:28.247249,2024-09-30 08:07:24.850997,2024-09-30 08:08:30.380450,0 days 00:01:05.529453
2024-09-30,DARYAB,60569297,PNH7237342,2024-09-30 07:52:29.672308,2024-09-30 08:06:57.632170,2024-09-30 08:07:24.850997,0 days 00:00:27.218827
2024-09-30,DARYAB,20059799,PNH7237342,2024-09-30 07:52:31.327714,2024-09-30 08:05:48.052526,2024-09-30 08:06:57.632170,0 days 00:01:09.579644
2024-09-30,DARYAB,60472877,PNH7237342,2024-09-30 07:52:32.734250,2024-09-30 08:00:59.859357,2024-09-30 08:05:48.052526,0 days 00:04:48.193169
2024-09-30,DARYAB,20002178,PNH7237342,2024-09-30 07:52:34.263625,2024-09-30 07:58:57.421840,2024-09-30 08:00:59.859357,0 days 00:02:02.437517
2024-09-30,DARYAB,60543902,PNH7237342,2024-09-30 07:52:35.456245,2024-09-30 07:57:24.914613,2024-09-30 07:58:57.421840,0 days 00:01:32.507227
2024-09-30,DARYAB,60628054,PNH7237342,2024-09-30 07:52:36.786509,2024-09-30 07:55:14.345897,2024-09-30 07:57:24.914613,0 days 00:02:10.568716
2024-09-30,DARYAB,21107092,PNH7237342,2024-09-30 07:55:30.928871,2024-09-30 09:04:16.148871,2024-09-30 09:05:58.935772,0 days 00:01:42.786901
2024-09-30,DARYAB,60708729,XNH7287459,2024-09-30 15:48:47.808602,2024-09-30 15:47:16.343309,2024-09-30 15:51:49.441817,0 days 00:04:33.098508
2024-09-30,DRONAL,60678472,XNH7271854,2024-09-30 11:53:45.875120,2024-09-30 12:00:35.254687,2024-09-30 12:04:01.239234,0 days 00:03:25.984547
2024-09-30,DUROAD,60165249,XNH7304291,2024-09-30 18:52:51.401935,2024-09-30 18:55:21.965644,2024-09-30 18:59:54.626237,0 days 00:04:32.660593
2024-09-30,DUROAD,60165249,XNH7304291,2024-09-30 18:55:10.165377,2024-09-30 18:55:21.965644,2024-09-30 18:59:54.626237,0 days 00:04:32.660593
2024-09-30,DUROAD,60165249,XNH7304291,2024-09-30 18:55:26.233561,2024-09-30 18:55:21.965644,2024-09-30 18:59:54.626237,0 days 00:04:32.660593
2024-09-30,DZELLI,60639851,XNH7270884,2024-09-30 12:54:04.291348,2024-09-30 12:53:43.892807,2024-09-30 13:00:19.296658,0 days 00:06:35.403851
2024-09-30,DZELLI,60639851,XNH7270884,2024-09-30 12:54:08.541518,2024-09-30 12:53:43.892807,2024-09-30 13:00:19.296658,0 days 00:06:35.403851
2024-09-30,ESTOMI,60567857,XNH7243612,2024-09-30 07:27:32.497989,2024-09-30 07:32:50.217927,2024-09-30 07:35:04.437937,0 days 00:02:14.220010
2024-09-30,ESTOMI,60028850,XNH7243612,2024-09-30 07:27:34.136289,2024-09-30 07:35:04.437937,2024-09-30 07:35:27.670317,0 days 00:00:23.232380
2024-09-30,ESTOMI,60568351,XNH7243612,2024-09-30 07:27:35.677856,2024-09-30 07:35:27.670317,2024-09-30 07:36:19.248238,0 days 00:00:51.577921
2024-09-30,ESTOMI,60568351,XNH7243612,2024-09-30 07:27:37.089779,2024-09-30 07:35:27.670317,2024-09-30 07:36:19.248238,0 days 00:00:51.577921
2024-09-30,ESTOMI,60028849,XNH7243612,2024-09-30 07:27:38.413432,2024-09-30 07:38:14.446974,2024-09-30 07:38:53.888984,0 days 00:00:39.442010
2024-09-30,ESTOMI,20059715,XNH7243612,2024-09-30 07:27:39.892768,2024-09-30 07:38:53.888984,2024-09-30 07:41:20.140231,0 days 00:02:26.251247
2024-09-30,ESTOMI,60563453,XNH7243612,2024-09-30 07:27:41.201083,2024-09-30 07:41:20.140231,2024-09-30 07:41:41.417720,0 days 00:00:21.277489
2024-09-30,ESTOMI,60559534,XNH7243612,2024-09-30 07:27:42.661411,2024-09-30 07:41:41.417720,2024-09-30 07:42:18.814192,0 days 00:00:37.396472
2024-09-30,ESTOMI,60028787,XNH7243612,2024-09-30 07:27:44.122957,2024-09-30 07:42:18.814192,2024-09-30 07:42:57.230105,0 days 00:00:38.415913
2024-09-30,ESTOMI,60463899,XNH7243612,2024-09-30 07:27:47.453149,2024-09-30 07:31:06.553624,2024-09-30 07:32:50.217927,0 days 00:01:43.664303
2024-09-30,ESTOMI,60028787,XNH7243612,2024-09-30 07:25:41.516385,2024-09-30 07:42:18.814192,2024-09-30 07:42:57.230105,0 days 00:00:38.415913
2024-09-30,ESTOMI,21056736,XNH7243612,2024-09-30 07:25:44.486067,2024-09-30 07:25:35.959107,2024-09-30 07:28:49.693449,0 days 00:03:13.734342
2024-09-30,ESTOMI,60271814,XNH7243612,2024-09-30 07:25:46.650687,2024-09-30 07:28:49.693449,2024-09-30 07:29:20.168438,0 days 00:00:30.474989
2024-09-30,ESTOMI,21056736,XNH7243612,2024-09-30 07:25:38.781203,2024-09-30 07:25:35.959107,2024-09-30 07:28:49.693449,0 days 00:03:13.734342
2024-09-30,ESTOMI,21041883,XNH7264502,2024-09-30 10:36:32.116868,2024-09-30 10:50:35.248876,2024-09-30 10:50:47.502734,0 days 00:00:12.253858
2024-09-30,FAKHAN,60694157,XNH7281836,2024-09-30 14:35:15.798278,2024-09-30 15:13:03.348136,2024-09-30 15:13:31.691893,0 days 00:00:28.343757
2024-09-30,FAKHAN,60694157,XNH7281836,2024-09-30 14:35:18.515348,2024-09-30 15:13:03.348136,2024-09-30 15:13:31.691893,0 days 00:00:28.343757
2024-09-30,FAKHAN,60694157,XNH7281836,2024-09-30 14:35:20.974169,2024-09-30 15:13:03.348136,2024-09-30 15:13:31.691893,0 days 00:00:28.343757
2024-09-30,FAKHAN,60606623,XNH7289521,2024-09-30 15:27:10.366724,2024-09-30 16:29:18.368890,2024-09-30 16:29:49.436662,0 days 00:00:31.067772
2024-09-30,FAKHAN,60606623,XNH7289521,2024-09-30 15:27:16.134380,2024-09-30 16:29:18.368890,2024-09-30 16:29:49.436662,0 days 00:00:31.067772
2024-09-30,FAKHAN,60606623,XNH7289521,2024-09-30 15:27:18.039595,2024-09-30 16:29:18.368890,2024-09-30 16:29:49.436662,0 days 00:00:31.067772
2024-09-30,FAKHAN,60468348,XNH7289521,2024-09-30 15:56:46.437161,2024-09-30 16:32:31.111482,2024-09-30 16:33:33.623233,0 days 00:01:02.511751
2024-09-30,FAKHAN,60605071,XNH7291909,2024-09-30 16:53:32.855296,2024-09-30 17:00:40.039669,2024-09-30 17:03:10.011637,0 days 00:02:29.971968
2024-09-30,GARDNA,60642238,XNH7287421,2024-09-30 14:28:10.064874,2024-09-30 14:31:59.734367,2024-09-30 14:33:41.645490,0 days 00:01:41.911123
2024-09-30,GARDNA,60499895,XNH7287421,2024-09-30 14:21:02.242613,2024-09-30 14:24:23.027726,2024-09-30 14:28:01.778482,0 days 00:03:38.750756
2024-09-30,GHAZKA,60002416,XNH7249547,2024-09-30 08:50:55.701806,2024-09-30 08:54:23.709948,2024-09-30 08:54:44.855309,0 days 00:00:21.145361
2024-09-30,GHAZKA,60062944,XNH7250590,2024-09-30 10:31:58.110421,2024-09-30 10:31:50.781573,2024-09-30 10:35:57.382756,0 days 00:04:06.601183
2024-09-30,GHAZKA,60590500,XNH7269911,2024-09-30 11:21:02.868504,2024-09-30 11:45:01.850992,2024-09-30 11:47:02.759823,0 days 00:02:00.908831
2024-09-30,GHAZKA,60696078,XNH7269911,2024-09-30 11:21:05.202605,2024-09-30 11:44:36.273751,2024-09-30 11:45:01.850992,0 days 00:00:25.577241
